idno,tpx_all,DATE,TIME,DURATION,SET,PRESENT_REF,FUTURE_REF,PAST_REF,SP,SU,FA,WI,MO,MI,AF,NI,DATE_century,DATE_decade,DATE_year,DATE_month,DATE_day,DATE_spec_none,DATE_spec_year,DATE_spec_year_month,DATE_spec_month,DATE_spec_day,DATE_spec_month_day,DATE_spec_any,DATE_spec_full,TIME_daytime,TIME_hour,DURATION_century,DURATION_decade,DURATION_year,DURATION_month,DURATION_week,DURATION_day,DURATION_hour,DURATION_minute,SET_century,SET_year,SET_month,SET_week,SET_day,SET_daytime,VERB_present,VERB_imperfect,VERB_future,VERB_past,VERB_conditional,ahora,pronto,hoy,mañana,el_día,ayer,al_día_siguiente,del_día,julio,este_momento,próximo,próxima,domingo,ahora_mismo,actual,el_año,el_día_siguiente,invierno,estos_momentos,hoy_mismo,domingos,al_siguiente_día,reciente,la_primavera,primavera,la_semana,mañana_mismo,del_año,próximos,mayo,el_día_anterior,el_domingo,próximas,actualmente,el_mismo_día,verano,estos_días,el_invierno,del_siglo,del_día_siguiente,este_día,el_sábado,diciembre,el_futuro,abril,los_veinte,recientemente,medio_día,ese_mismo_día,octubre,la_noche,la_mañana,la_tarde,esta_noche,anoche,la_madrugada,esta_mañana,esta_tarde,pasado_mañana,última_noche,el_mediodía,esta_noche_misma,el_mañana,la_medianoche,estas_noches,siguiente_mañana,siguiente_noche,esta_madrugada,pasada_noche,la_mañana_del_domingo,la_noche_del_viernes,la_noche_del_domingo,las_9_de_la_mañana,última_tarde,la_tarde_del_domingo,esta_tarde_misma,la_noche_del_lunes,siguiente_madrugada,las_9_de_la_noche,estas_tardes,las_4_de_la_tarde,la_noche_del_jueves,esta_mañana_misma,la_mañana_del_viernes,las_11_de_la_mañana,la_tarde_del_sábado,próxima_madrugada,últimas_noches,próxima_noche,pasado_noche,las_5_de_la_tarde,la_tarde_del_viernes,la_mañana_del_sábado,las_11_de_la_noche,las_3_de_la_tarde,la_noche_del_sábado,las_12_de_la_noche,las_6_de_la_tarde,la_noches,presente_mañana,un_día,años,una_hora,tres_días,algunos_días,dos_horas,pocos_días,un_año,todo_el_día,dos_días,muchos_años,un_mes,dos_años,veinte_años,algunos_minutos,algunas_horas,un_minuto,diez_años,ocho_días,dos_meses,quince_días,una_semana,muchos_días,cinco_minutos,tres_años,dos,algunos_años,seis_años,tres_meses,seis_meses,cinco_años,algunos_meses,diez_minutos,pocas_horas,cuatro_días,ocho_años,cuatro_años,quince_años,unos_días,treinta_años,los_pocos_días,tres_horas,pocos_años,pocos_minutos,siete_años,dos_minutos,tres,muchas_horas,un_siglo,pocos_meses,cada_día,todos_los_días,diariamente,todas_las_noches,diario,diaria,todas_las_mañanas,todas_las_tardes,al_día,diarias,diarios,cada_mes,cada_año,mensuales,al_mes,al_año,al_mediodía,cada_semana,cada_noche,mensual,anuales,todos_los_años,todos_los_domingos,anual,anualmente,todos_los_sábados,cada_ocho_días,cada_mañana,dos_veces_al_día,dos_veces_por_semana,mensualmente,todos_los_meses,todas_las_semanas,todos_los_siglos,una_vez_por_semana,semanal,al_siglo,cada_domingo,una_vez_al_año,dos_veces_a_la_semana,semanalmente,cada_quince_días,cada_tarde,cada_dos_meses,todos_los_jueves,cada_sábado,todos_los_viernes,una_vez_al_día,cada_dos_días,todos_los_lunes
nh0093,181,88,55,28,10,36,4,0,4,6,1,6,10,0,13,34,0,0,6,20,21,62,23,3,0,0,0,26,0,55,0,0,0,10,2,0,10,3,3,0,2,0,0,5,2,1140,739,68,356,24,5,3,12,5,13,3,5,2,0,1,0,0,1,0,0,1,1,1,0,0,2,1,0,3,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,32,9,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0094,250,133,48,62,7,63,13,2,0,2,2,3,13,0,6,27,2,1,8,13,31,108,18,6,0,0,0,25,1,46,2,3,0,24,4,0,20,9,2,0,0,0,0,7,0,1512,1775,105,1106,88,13,10,24,14,10,2,2,4,0,6,0,2,2,4,0,1,5,0,0,0,0,0,2,0,0,0,0,2,0,3,0,1,0,0,0,0,1,1,0,3,0,0,0,1,1,0,0,0,1,0,21,9,6,3,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,2,1,4,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
nh0095,213,102,35,72,4,52,10,1,0,0,0,1,12,0,6,17,2,0,2,5,30,94,3,2,2,0,0,8,1,34,0,0,0,25,7,0,22,15,3,0,0,0,0,4,0,1294,1615,107,1097,95,18,6,16,14,13,4,2,4,0,0,1,1,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,13,9,6,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,1,0,1,1,2,2,1,1,3,1,1,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0096,155,76,28,44,7,43,14,2,1,3,0,0,8,0,1,19,2,2,2,5,6,67,8,0,0,1,0,9,0,28,0,0,0,25,4,0,11,3,1,0,0,0,0,7,0,1001,808,93,748,50,9,13,18,1,5,2,1,2,0,2,0,1,0,1,1,0,0,0,3,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,2,0,0,2,1,0,2,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0097,726,427,94,186,19,209,40,3,0,0,0,0,29,0,15,57,2,7,13,32,116,273,26,32,0,0,0,154,96,26,0,4,0,35,31,6,83,17,10,0,1,1,0,10,7,4885,2902,592,3030,229,124,33,21,35,18,9,7,7,3,9,2,4,4,6,6,4,6,0,5,9,1,2,1,0,0,3,7,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,4,1,0,1,2,39,16,13,10,2,6,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,6,15,7,3,3,3,0,2,0,1,3,0,0,0,4,1,5,3,9,1,2,2,0,2,0,0,3,9,1,0,1,1,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,6,3,5,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0098,893,523,92,227,51,210,89,0,1,2,1,6,8,0,7,94,7,0,31,19,167,307,48,9,0,0,0,216,159,4,0,1,0,84,39,0,58,35,10,0,0,1,2,31,17,7368,2623,778,2745,254,22,86,80,65,50,9,14,8,1,37,2,0,2,2,0,8,3,4,3,4,1,14,0,1,0,0,2,3,0,0,1,0,0,0,2,1,0,2,1,1,4,0,1,1,0,0,0,0,1,0,49,5,7,18,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,5,3,4,3,2,6,2,3,1,6,5,3,5,0,5,12,3,2,0,4,1,0,2,2,1,9,8,1,0,1,0,1,1,1,6,2,0,0,3,0,3,0,0,0,3,1,0,21,5,2,10,1,0,1,0,1,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0099,214,82,55,69,8,29,15,0,0,2,0,3,7,1,8,39,0,0,6,7,25,71,8,2,0,0,1,11,0,53,2,2,0,25,5,6,13,9,8,0,1,0,0,3,2,1509,1591,104,567,91,9,12,8,10,8,3,6,0,0,1,0,2,1,0,0,2,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,29,6,6,2,4,1,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,2,2,3,1,0,0,1,2,0,1,1,6,0,2,1,3,2,2,0,5,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nh0100,244,111,40,72,21,34,29,0,4,1,0,2,9,0,3,29,3,0,3,8,34,64,13,0,0,0,0,47,34,0,0,1,0,26,6,3,32,4,0,0,1,0,3,14,1,912,1773,61,1463,78,9,27,9,6,13,2,6,0,0,1,2,0,5,0,1,0,2,2,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,8,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,1,0,0,3,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,3,0,2,1,3,3,1,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,1,0,2,1,0,0,0,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
nh0101,567,330,48,167,22,142,75,6,4,6,2,4,14,0,10,24,1,2,10,32,59,306,3,0,14,0,5,22,0,48,0,0,0,100,8,1,34,16,8,0,3,2,0,16,0,3782,3637,231,3310,255,71,60,28,19,21,5,6,6,0,5,7,1,5,0,5,4,3,3,0,0,2,0,4,2,2,1,0,2,2,4,1,3,2,0,1,2,0,1,0,0,2,2,1,2,2,0,1,0,0,0,16,10,9,6,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,4,1,1,2,0,8,3,1,8,0,4,3,0,1,3,2,0,4,0,0,1,0,2,0,1,7,2,0,1,0,1,2,0,4,2,4,2,2,0,1,0,2,3,0,0,2,0,0,8,0,4,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nh0102,340,192,66,70,12,96,41,0,1,0,0,1,15,0,13,45,3,2,5,4,38,138,14,2,0,0,0,54,38,3,0,0,0,28,4,2,19,8,8,0,0,0,1,4,7,2671,1699,263,1592,128,47,29,25,16,10,8,2,5,0,2,6,5,0,6,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,27,9,11,7,4,1,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,1,2,1,2,2,0,0,0,1,5,2,0,1,1,0,2,3,1,2,0,0,1,0,1,0,1,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0103,1346,831,218,250,47,435,147,4,5,1,0,2,36,0,13,173,4,3,25,31,176,593,47,22,0,0,0,238,169,11,0,3,0,61,17,1,113,42,12,1,3,8,0,28,4,17680,10143,1410,9370,526,200,88,122,65,41,22,5,14,2,20,29,23,5,12,7,6,0,1,3,6,0,14,4,4,1,6,9,2,4,1,5,4,3,1,2,1,3,1,1,0,2,1,0,0,1,1,0,0,1,0,121,18,12,29,15,1,16,1,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,14,12,5,1,19,1,5,7,3,0,0,1,1,3,1,2,1,3,0,0,0,0,0,1,0,3,0,1,0,3,3,15,1,2,0,0,2,1,4,0,1,2,0,0,0,0,3,3,9,6,4,4,0,0,0,0,3,1,1,1,0,0,4,3,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nh0104,144,69,23,46,6,21,14,0,0,0,1,2,9,0,6,9,0,1,10,5,18,35,14,2,0,0,0,34,18,0,0,0,0,10,7,0,12,14,3,0,0,0,0,5,1,1409,1216,55,737,68,7,10,2,4,8,1,1,2,0,1,0,4,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,11,1,2,0,0,0,0,0,0,3,0,2,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0105,366,155,39,139,33,56,9,0,0,1,0,2,14,0,8,18,2,5,9,26,45,117,15,17,4,1,1,38,0,39,0,0,0,55,18,4,49,8,4,0,4,11,0,17,1,1799,1792,184,1493,66,14,9,14,9,15,2,12,8,18,1,0,0,0,1,0,2,2,2,0,0,4,0,0,0,0,3,0,1,0,0,1,2,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,1,1,0,16,12,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,1,2,2,7,0,3,0,7,3,3,5,1,1,0,0,1,3,3,1,1,1,2,0,4,1,1,2,0,1,0,0,2,2,0,1,0,1,2,0,1,1,0,0,1,0,0,0,1,5,3,1,2,0,0,0,1,2,1,7,1,0,3,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0106,962,563,150,231,18,369,61,4,0,0,0,1,29,2,19,102,11,3,22,9,82,440,37,8,0,0,0,123,78,6,0,1,0,93,10,0,59,35,33,1,0,1,1,10,3,7612,6064,550,5529,580,121,37,129,18,21,5,8,10,0,9,9,12,7,40,20,6,2,0,1,8,0,6,4,0,0,1,4,6,3,0,4,0,0,4,9,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,78,18,17,8,15,6,3,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,9,6,10,7,5,3,1,0,14,0,4,4,9,2,2,5,1,2,0,0,0,4,1,0,3,0,1,0,0,2,1,2,2,0,0,1,0,1,2,1,0,2,0,5,2,1,0,3,0,0,7,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0107,1488,1005,159,294,30,525,189,0,1,8,2,4,19,2,19,124,1,0,107,40,139,759,108,15,9,1,1,244,110,21,0,29,0,121,7,0,102,32,3,1,5,0,0,19,5,12332,12211,1181,9100,362,123,109,204,61,90,18,3,22,1,5,43,21,0,7,4,10,1,2,1,2,1,17,0,1,0,1,0,7,8,2,5,0,7,50,5,5,3,1,0,0,6,1,1,1,0,0,0,1,0,0,80,9,13,17,24,0,8,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,6,10,13,2,8,3,5,6,2,4,5,3,0,5,1,4,0,0,0,0,0,0,2,0,2,13,0,0,4,0,0,9,0,1,0,2,1,4,3,0,0,2,5,0,0,2,1,0,4,5,2,3,0,1,0,0,4,0,2,0,2,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0108,1612,817,235,462,98,443,125,2,0,2,0,1,67,1,52,119,1,12,33,18,181,596,50,15,0,0,0,221,156,40,0,1,0,157,88,5,160,36,11,0,4,10,3,76,4,19360,7258,1837,13336,363,283,122,53,60,53,24,3,18,6,8,2,0,0,4,4,6,2,1,0,3,5,1,2,0,0,1,11,3,0,1,5,19,0,4,2,2,2,0,0,10,3,3,0,1,1,6,0,2,3,0,87,44,48,11,17,13,7,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,13,7,9,2,6,7,14,8,6,9,7,4,1,3,1,6,9,9,4,1,2,0,3,2,4,4,9,4,7,4,1,1,3,1,3,1,6,7,2,2,0,0,2,0,1,0,1,1,36,9,22,4,3,0,0,0,0,0,4,2,0,2,5,2,0,3,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0109,344,156,64,114,10,88,20,2,0,1,0,1,21,1,9,35,2,1,5,9,27,147,3,2,3,1,0,9,0,64,0,1,0,54,16,3,25,10,4,0,0,0,3,4,2,1241,3252,121,1606,271,67,16,6,6,6,3,10,2,0,1,0,1,0,3,2,1,0,1,0,0,0,1,2,0,0,1,0,1,0,0,1,2,3,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,23,16,8,6,6,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,5,7,4,1,2,0,0,2,0,0,0,1,0,1,0,2,1,1,0,0,1,1,1,3,0,2,1,2,2,2,2,0,0,1,1,0,2,2,0,0,2,0,0,1,0,0,0,4,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nh0110,295,134,63,92,6,73,21,0,1,0,0,0,12,0,10,41,1,0,3,3,33,131,0,0,1,0,2,3,0,63,0,0,0,30,1,0,40,19,2,0,0,0,0,6,0,1233,1567,98,1436,72,33,15,16,13,11,1,4,6,0,3,1,4,3,0,3,0,0,0,0,0,0,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,11,10,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,7,2,2,1,0,1,3,4,0,1,2,1,1,2,0,6,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,2,2,1,0,1,1,2,1,0,1,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0111,900,459,203,226,12,202,75,1,0,0,0,2,42,0,26,136,10,1,43,22,105,286,56,20,0,0,0,173,97,22,0,12,0,79,21,0,63,34,15,1,0,0,0,9,1,7677,4485,696,5450,257,48,34,82,37,24,4,12,9,0,12,21,12,6,6,2,8,2,0,10,3,0,3,0,0,0,0,0,4,5,9,1,1,3,0,2,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,114,34,22,15,4,3,3,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,10,6,2,2,2,4,2,4,5,0,3,0,1,3,1,8,5,6,1,0,1,2,2,1,1,0,1,4,1,1,1,2,1,5,1,2,0,1,0,1,1,1,1,2,0,0,3,1,1,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
nh0112,353,250,14,80,9,115,17,2,0,0,0,3,8,0,1,7,6,0,57,12,41,139,65,9,0,0,0,111,37,0,0,1,0,46,3,0,26,3,1,0,1,1,0,5,2,2439,1921,256,1341,87,36,11,59,13,9,7,0,2,0,5,0,4,4,0,0,7,1,1,0,1,0,0,2,0,0,0,1,4,1,2,2,0,1,0,0,0,0,0,2,2,1,0,2,0,1,0,0,0,0,1,6,1,1,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,10,0,2,2,2,0,1,7,0,3,3,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,2,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0113,382,144,73,152,13,70,19,4,3,2,0,0,11,0,15,52,0,1,10,13,27,120,15,5,3,0,1,24,0,66,0,0,0,51,10,1,47,30,12,0,2,0,0,6,5,2408,1925,274,1441,99,17,9,9,13,15,1,5,7,0,3,2,5,0,4,4,0,1,0,1,1,0,0,4,2,1,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,36,3,13,8,3,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,6,5,7,7,2,1,0,1,1,1,3,2,3,6,6,0,4,0,4,0,2,0,2,1,3,4,3,2,6,1,0,1,1,1,3,0,0,0,0,0,3,1,1,0,0,0,0,0,3,0,2,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0114,306,160,53,79,14,54,37,0,4,10,3,7,13,1,8,34,0,2,4,37,25,91,31,13,0,0,0,69,25,14,0,2,0,21,11,2,29,12,0,0,0,2,0,9,3,3126,2853,156,1630,73,19,35,11,13,11,2,4,6,2,0,0,1,1,5,0,0,0,2,0,0,0,0,0,4,0,0,1,2,0,1,0,0,0,0,0,1,1,4,0,0,1,0,0,1,1,0,0,0,0,2,27,8,8,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,1,0,3,1,1,0,2,1,2,1,0,0,1,0,1,0,4,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,1,0,1,0,2,0,4,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0115,562,275,104,168,15,132,60,10,2,1,0,2,18,0,8,79,0,0,7,10,55,240,10,1,4,0,2,35,18,81,0,0,0,31,7,3,58,42,27,1,0,0,0,13,1,4952,4264,468,3146,175,35,34,44,23,23,1,8,13,0,0,9,12,0,3,1,0,1,2,2,3,0,3,7,1,1,0,1,0,2,0,1,0,3,2,5,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,70,14,6,6,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,7,8,4,8,6,7,0,3,3,2,2,0,1,13,11,4,2,2,1,0,0,7,0,2,0,1,0,1,0,0,1,3,2,0,2,0,1,1,0,0,0,1,3,0,1,0,6,0,1,11,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0116,163,90,26,42,5,41,14,1,0,0,0,0,5,0,1,21,3,0,13,5,13,58,16,4,1,0,0,32,11,7,0,1,0,12,4,3,10,6,5,0,2,0,0,2,1,1086,600,85,484,54,11,11,9,3,11,0,2,2,0,1,0,2,1,2,2,2,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,1,1,0,0,1,2,1,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
